,user_id,name,property_id,month,payment_date,payment_amount,monthly_rent,paid
16,2,Jamie Jones,9512dc7e-13b8-44ed-bdeb-e795538c7d58,2024-04,2024-04-22,10860.0,10860,True
17,2,Jamie Jones,9512dc7e-13b8-44ed-bdeb-e795538c7d58,2024-05,2024-05-06,1171.06,10860,True
18,2,Jamie Jones,9512dc7e-13b8-44ed-bdeb-e795538c7d58,2024-05,2024-05-10,601.75,10860,True
19,2,Jamie Jones,9512dc7e-13b8-44ed-bdeb-e795538c7d58,2024-05,2024-05-12,9087.2,10860,True
20,2,Jamie Jones,9512dc7e-13b8-44ed-bdeb-e795538c7d58,2024-06,2024-06-22,10860.0,10860,True
21,3,Kathy Case,7251635b-599d-40ce-a6db-453a5dbd6cb8,2024-01,2024-01-20,48158.0,48158,True
22,3,Kathy Case,7251635b-599d-40ce-a6db-453a5dbd6cb8,2024-02,2024-02-08,40724.52,48158,True
23,3,Kathy Case,7251635b-599d-40ce-a6db-453a5dbd6cb8,2024-02,2024-02-26,7433.48,48158,True
24,3,Kathy Case,7251635b-599d-40ce-a6db-453a5dbd6cb8,2024-03,2024-03-07,39456.78,48158,True
25,3,Kathy Case,7251635b-599d-40ce-a6db-453a5dbd6cb8,2024-03,2024-03-09,6669.48,48158,True
26,3,Kathy Case,7251635b-599d-40ce-a6db-453a5dbd6cb8,2024-03,2024-03-18,2031.74,48158,True
27,3,Kathy Case,7251635b-599d-40ce-a6db-453a5dbd6cb8,2024-04,2024-04-14,48158.0,48158,True
28,3,Kathy Case,7251635b-599d-40ce-a6db-453a5dbd6cb8,2024-05,2024-05-06,48158.0,48158,True
29,3,Kathy Case,7251635b-599d-40ce-a6db-453a5dbd6cb8,2024-06,2024-06-13,48158.0,48158,True
30,4,Tina Hawkins,51bff8b2-d30f-4f5e-b445-d398be7d8cf9,2024-01,2024-01-15,12122.4,21284,True
31,4,Tina Hawkins,51bff8b2-d30f-4f5e-b445-d398be7d8cf9,2024-01,2024-01-18,9161.6,21284,True
32,4,Tina Hawkins,51bff8b2-d30f-4f5e-b445-d398be7d8cf9,2024-02,2024-02-07,21284.0,21284,True
33,4,Tina Hawkins,51bff8b2-d30f-4f5e-b445-d398be7d8cf9,2024-03,2024-03-16,2676.94,21284,True
34,4,Tina Hawkins,51bff8b2-d30f-4f5e-b445-d398be7d8cf9,2024-03,2024-03-25,18607.06,21284,True
35,4,Tina Hawkins,51bff8b2-d30f-4f5e-b445-d398be7d8cf9,2024-04,2024-04-19,4940.56,21284,True
36,4,Tina Hawkins,51bff8b2-d30f-4f5e-b445-d398be7d8cf9,2024-04,2024-04-23,16343.44,21284,True
37,4,Tina Hawkins,51bff8b2-d30f-4f5e-b445-d398be7d8cf9,2024-05,2024-05-08,21284.0,21284,True
38,4,Tina Hawkins,51bff8b2-d30f-4f5e-b445-d398be7d8cf9,2024-06,2024-06-08,19555.68,21284,True
39,4,Tina Hawkins,51bff8b2-d30f-4f5e-b445-d398be7d8cf9,2024-06,2024-06-19,1728.32,21284,True
40,5,James Rodriguez,fe309761-1168-4191-b133-700adcd645e8,2024-01,2024-01-17,14410.95,16265,True
41,5,James Rodriguez,fe309761-1168-4191-b133-700adcd645e8,2024-01,2024-01-27,1854.05,16265,True
42,5,James Rodriguez,fe309761-1168-4191-b133-700adcd645e8,2024-02,2024-02-21,16265.0,16265,True
43,5,James Rodriguez,fe309761-1168-4191-b133-700adcd645e8,2024-03,2024-03-02,15120.93,16265,True
44,5,James Rodriguez,fe309761-1168-4191-b133-700adcd645e8,2024-03,2024-03-24,1144.07,16265,True
45,5,James Rodriguez,fe309761-1168-4191-b133-700adcd645e8,2024-04,2024-04-02,16265.0,16265,True
46,5,James Rodriguez,fe309761-1168-4191-b133-700adcd645e8,2024-05,2024-05-25,16265.0,16265,True
47,5,James Rodriguez,fe309761-1168-4191-b133-700adcd645e8,2024-06,2024-06-11,9115.02,16265,True
48,5,James Rodriguez,fe309761-1168-4191-b133-700adcd645e8,2024-06,2024-06-22,7149.98,16265,True
49,6,Gary Boone,88d90c69-0673-4f69-b018-1b3d56504320,2024-01,2024-01-12,5344.64,26850,True
50,6,Gary Boone,88d90c69-0673-4f69-b018-1b3d56504320,2024-01,2024-01-21,21505.36,26850,True
51,6,Gary Boone,88d90c69-0673-4f69-b018-1b3d56504320,2024-02,2024-02-14,5241.44,26850,True
52,6,Gary Boone,88d90c69-0673-4f69-b018-1b3d56504320,2024-02,2024-02-17,3149.3,26850,True
53,6,Gary Boone,88d90c69-0673-4f69-b018-1b3d56504320,2024-02,2024-02-25,18459.26,26850,True
54,6,Gary Boone,88d90c69-0673-4f69-b018-1b3d56504320,2024-03,2024-03-04,26850.0,26850,True
55,6,Gary Boone,88d90c69-0673-4f69-b018-1b3d56504320,2024-04,2024-04-02,6199.13,26850,True
56,6,Gary Boone,88d90c69-0673-4f69-b018-1b3d56504320,2024-04,2024-04-26,20650.87,26850,True
57,6,Gary Boone,88d90c69-0673-4f69-b018-1b3d56504320,2024-05,2024-05-15,26850.0,26850,True
58,6,Gary Boone,88d90c69-0673-4f69-b018-1b3d56504320,2024-06,2024-06-03,4854.18,26850,True
59,6,Gary Boone,88d90c69-0673-4f69-b018-1b3d56504320,2024-06,2024-06-06,978.91,26850,True
60,6,Gary Boone,88d90c69-0673-4f69-b018-1b3d56504320,2024-06,2024-06-18,21016.91,26850,True
61,7,James Carey,b1f1067d-1a40-424a-9405-033d46ee3b1c,2024-01,2024-01-05,3728.64,47194,True
62,7,James Carey,b1f1067d-1a40-424a-9405-033d46ee3b1c,2024-01,2024-01-19,18613.15,47194,True
63,7,James Carey,b1f1067d-1a40-424a-9405-033d46ee3b1c,2024-01,2024-01-22,24852.21,47194,True
64,7,James Carey,b1f1067d-1a40-424a-9405-033d46ee3b1c,2024-02,2024-02-06,4875.29,47194,True
65,7,James Carey,b1f1067d-1a40-424a-9405-033d46ee3b1c,2024-02,2024-02-07,29877.36,47194,True
66,7,James Carey,b1f1067d-1a40-424a-9405-033d46ee3b1c,2024-02,2024-02-27,12441.35,47194,True
67,7,James Carey,b1f1067d-1a40-424a-9405-033d46ee3b1c,2024-03,2024-03-06,29145.3,47194,True
68,7,James Carey,b1f1067d-1a40-424a-9405-033d46ee3b1c,2024-03,2024-03-10,18048.7,47194,True
69,7,James Carey,b1f1067d-1a40-424a-9405-033d46ee3b1c,2024-04,2024-04-07,47194.0,47194,True
70,7,James Carey,b1f1067d-1a40-424a-9405-033d46ee3b1c,2024-05,2024-05-15,16506.62,47194,True
71,7,James Carey,b1f1067d-1a40-424a-9405-033d46ee3b1c,2024-05,2024-05-20,25193.86,47194,True
72,7,James Carey,b1f1067d-1a40-424a-9405-033d46ee3b1c,2024-05,2024-05-26,5493.52,47194,True
73,7,James Carey,b1f1067d-1a40-424a-9405-033d46ee3b1c,2024-06,2024-06-12,39976.7,47194,True
74,7,James Carey,b1f1067d-1a40-424a-9405-033d46ee3b1c,2024-06,2024-06-25,7217.3,47194,True
75,8,Diana English,86fe8dfc-c8f1-448e-80d4-ba5f5af7160a,2024-01,2024-01-09,31962.0,31962,True
76,8,Diana English,86fe8dfc-c8f1-448e-80d4-ba5f5af7160a,2024-02,2024-02-08,15870.61,31962,True
77,8,Diana English,86fe8dfc-c8f1-448e-80d4-ba5f5af7160a,2024-02,2024-02-27,16091.39,31962,True
78,8,Diana English,86fe8dfc-c8f1-448e-80d4-ba5f5af7160a,2024-03,2024-03-10,3838.72,31962,True
79,8,Diana English,86fe8dfc-c8f1-448e-80d4-ba5f5af7160a,2024-03,2024-03-21,6001.27,31962,True
80,8,Diana English,86fe8dfc-c8f1-448e-80d4-ba5f5af7160a,2024-03,2024-03-23,22122.02,31962,True
81,8,Diana English,86fe8dfc-c8f1-448e-80d4-ba5f5af7160a,2024-04,2024-04-02,13348.18,31962,True
82,8,Diana English,86fe8dfc-c8f1-448e-80d4-ba5f5af7160a,2024-04,2024-04-15,3566.27,31962,True
83,8,Diana English,86fe8dfc-c8f1-448e-80d4-ba5f5af7160a,2024-04,2024-04-22,15047.55,31962,True
84,8,Diana English,86fe8dfc-c8f1-448e-80d4-ba5f5af7160a,2024-05,2024-05-08,16274.31,31962,True
85,8,Diana English,86fe8dfc-c8f1-448e-80d4-ba5f5af7160a,2024-05,2024-05-09,9128.56,31962,True
86,8,Diana English,86fe8dfc-c8f1-448e-80d4-ba5f5af7160a,2024-05,2024-05-18,6559.13,31962,True
87,8,Diana English,86fe8dfc-c8f1-448e-80d4-ba5f5af7160a,2024-06,2024-06-02,2540.65,31962,True
88,8,Diana English,86fe8dfc-c8f1-448e-80d4-ba5f5af7160a,2024-06,2024-06-22,29421.35,31962,True
89,9,James Contreras,61d9b513-8ea8-4399-bc39-b0193642dbe5,2024-01,2024-01-13,21831.05,26023,False
90,9,James Contreras,61d9b513-8ea8-4399-bc39-b0193642dbe5,2024-01,2024-01-17,2004.72,26023,False
91,9,James Contreras,61d9b513-8ea8-4399-bc39-b0193642dbe5,2024-01,2024-01-23,2187.22,26023,False
92,9,James Contreras,61d9b513-8ea8-4399-bc39-b0193642dbe5,2024-02,2024-02-24,13721.73,26023,True
93,9,James Contreras,61d9b513-8ea8-4399-bc39-b0193642dbe5,2024-02,2024-02-28,12301.27,26023,True
94,9,James Contreras,61d9b513-8ea8-4399-bc39-b0193642dbe5,2024-03,2024-03-25,26023.0,26023,True
95,9,James Contreras,61d9b513-8ea8-4399-bc39-b0193642dbe5,2024-04,2024-04-08,26023.0,26023,True
96,9,James Contreras,61d9b513-8ea8-4399-bc39-b0193642dbe5,2024-05,2024-05-15,13687.13,26023,True
97,9,James Contreras,61d9b513-8ea8-4399-bc39-b0193642dbe5,2024-05,2024-05-18,3949.13,26023,True
98,9,James Contreras,61d9b513-8ea8-4399-bc39-b0193642dbe5,2024-05,2024-05-22,8386.75,26023,True
99,9,James Contreras,61d9b513-8ea8-4399-bc39-b0193642dbe5,2024-06,2024-06-07,11401.73,26023,True
100,9,James Contreras,61d9b513-8ea8-4399-bc39-b0193642dbe5,2024-06,2024-06-18,7664.56,26023,True
101,9,James Contreras,61d9b513-8ea8-4399-bc39-b0193642dbe5,2024-06,2024-06-27,6956.71,26023,True
102,10,Anna Mahoney,813633c9-f261-48fe-a029-1858b0ae0691,2024-01,2024-01-02,9962.7,11685,True
103,10,Anna Mahoney,813633c9-f261-48fe-a029-1858b0ae0691,2024-01,2024-01-12,1722.3,11685,True
104,10,Anna Mahoney,813633c9-f261-48fe-a029-1858b0ae0691,2024-02,2024-02-06,3269.42,11685,True
105,10,Anna Mahoney,813633c9-f261-48fe-a029-1858b0ae0691,2024-02,2024-02-09,2472.2,11685,True
106,10,Anna Mahoney,813633c9-f261-48fe-a029-1858b0ae0691,2024-02,2024-02-16,5943.38,11685,True
107,10,Anna Mahoney,813633c9-f261-48fe-a029-1858b0ae0691,2024-03,2024-03-14,3640.27,11685,False
108,10,Anna Mahoney,813633c9-f261-48fe-a029-1858b0ae0691,2024-03,2024-03-20,1165.75,11685,False
109,10,Anna Mahoney,813633c9-f261-48fe-a029-1858b0ae0691,2024-03,2024-03-25,6878.97,11685,False
110,10,Anna Mahoney,813633c9-f261-48fe-a029-1858b0ae0691,2024-04,2024-04-11,4207.86,11685,True
111,10,Anna Mahoney,813633c9-f261-48fe-a029-1858b0ae0691,2024-04,2024-04-21,7256.08,11685,True
112,10,Anna Mahoney,813633c9-f261-48fe-a029-1858b0ae0691,2024-04,2024-04-28,221.06,11685,True
113,10,Anna Mahoney,813633c9-f261-48fe-a029-1858b0ae0691,2024-05,2024-05-13,6489.96,11685,True
114,10,Anna Mahoney,813633c9-f261-48fe-a029-1858b0ae0691,2024-05,2024-05-26,5195.04,11685,True
115,10,Anna Mahoney,813633c9-f261-48fe-a029-1858b0ae0691,2024-06,2024-06-09,3326.35,11685,True
116,10,Anna Mahoney,813633c9-f261-48fe-a029-1858b0ae0691,2024-06,2024-06-10,7388.68,11685,True
117,10,Anna Mahoney,813633c9-f261-48fe-a029-1858b0ae0691,2024-06,2024-06-17,969.97,11685,True
118,11,Todd Rivas,df668b6c-522c-4248-a995-4fb86488e765,2024-01,2024-01-04,5454.35,10769,True
119,11,Todd Rivas,df668b6c-522c-4248-a995-4fb86488e765,2024-01,2024-01-06,5314.65,10769,True
120,11,Todd Rivas,df668b6c-522c-4248-a995-4fb86488e765,2024-02,2024-02-04,10769.0,10769,True
121,11,Todd Rivas,df668b6c-522c-4248-a995-4fb86488e765,2024-03,2024-03-07,10769.0,10769,True
122,11,Todd Rivas,df668b6c-522c-4248-a995-4fb86488e765,2024-04,2024-04-10,2332.98,10769,True
123,11,Todd Rivas,df668b6c-522c-4248-a995-4fb86488e765,2024-04,2024-04-18,4956.14,10769,True
124,11,Todd Rivas,df668b6c-522c-4248-a995-4fb86488e765,2024-04,2024-04-21,3479.88,10769,True
125,11,Todd Rivas,df668b6c-522c-4248-a995-4fb86488e765,2024-05,2024-05-17,7515.93,10769,True
126,11,Todd Rivas,df668b6c-522c-4248-a995-4fb86488e765,2024-05,2024-05-26,3253.07,10769,True
127,11,Todd Rivas,df668b6c-522c-4248-a995-4fb86488e765,2024-06,2024-06-05,1041.77,10769,True
128,11,Todd Rivas,df668b6c-522c-4248-a995-4fb86488e765,2024-06,2024-06-06,9727.23,10769,True
129,12,Dillon Ayers,b80c6e19-34db-4769-9416-bda437d56150,2024-01,2024-01-07,7488.81,12433,True
130,12,Dillon Ayers,b80c6e19-34db-4769-9416-bda437d56150,2024-01,2024-01-28,4944.19,12433,True
131,12,Dillon Ayers,b80c6e19-34db-4769-9416-bda437d56150,2024-02,2024-02-06,7565.88,12433,True
132,12,Dillon Ayers,b80c6e19-34db-4769-9416-bda437d56150,2024-02,2024-02-10,4867.12,12433,True
133,12,Dillon Ayers,b80c6e19-34db-4769-9416-bda437d56150,2024-03,2024-03-13,12433.0,12433,True
134,12,Dillon Ayers,b80c6e19-34db-4769-9416-bda437d56150,2024-04,2024-04-02,6984.14,12433,True
135,12,Dillon Ayers,b80c6e19-34db-4769-9416-bda437d56150,2024-04,2024-04-04,5448.86,12433,True
136,12,Dillon Ayers,b80c6e19-34db-4769-9416-bda437d56150,2024-05,2024-05-11,3789.76,12433,True
137,12,Dillon Ayers,b80c6e19-34db-4769-9416-bda437d56150,2024-05,2024-05-14,2060.7,12433,True
138,12,Dillon Ayers,b80c6e19-34db-4769-9416-bda437d56150,2024-05,2024-05-22,6582.55,12433,True
139,12,Dillon Ayers,b80c6e19-34db-4769-9416-bda437d56150,2024-06,2024-06-04,65.04,12433,True
140,12,Dillon Ayers,b80c6e19-34db-4769-9416-bda437d56150,2024-06,2024-06-08,12367.96,12433,True
141,13,Kim Duncan,86c74490-4bc9-47c0-8d4f-bd7b48ed0b43,2024-01,2024-01-07,15311.0,15311,True
142,13,Kim Duncan,86c74490-4bc9-47c0-8d4f-bd7b48ed0b43,2024-02,2024-02-06,6407.72,15311,True
143,13,Kim Duncan,86c74490-4bc9-47c0-8d4f-bd7b48ed0b43,2024-02,2024-02-09,8903.28,15311,True
144,13,Kim Duncan,86c74490-4bc9-47c0-8d4f-bd7b48ed0b43,2024-03,2024-03-06,291.71,15311,False
145,13,Kim Duncan,86c74490-4bc9-47c0-8d4f-bd7b48ed0b43,2024-03,2024-03-19,9008.05,15311,False
146,13,Kim Duncan,86c74490-4bc9-47c0-8d4f-bd7b48ed0b43,2024-03,2024-03-26,6011.23,15311,False
147,13,Kim Duncan,86c74490-4bc9-47c0-8d4f-bd7b48ed0b43,2024-04,2024-04-02,387.72,15311,True
148,13,Kim Duncan,86c74490-4bc9-47c0-8d4f-bd7b48ed0b43,2024-04,2024-04-16,6637.11,15311,True
149,13,Kim Duncan,86c74490-4bc9-47c0-8d4f-bd7b48ed0b43,2024-04,2024-04-24,8286.17,15311,True
150,13,Kim Duncan,86c74490-4bc9-47c0-8d4f-bd7b48ed0b43,2024-05,2024-05-06,15311.0,15311,True
151,13,Kim Duncan,86c74490-4bc9-47c0-8d4f-bd7b48ed0b43,2024-06,2024-06-15,6869.48,15311,True
152,13,Kim Duncan,86c74490-4bc9-47c0-8d4f-bd7b48ed0b43,2024-06,2024-06-16,8441.52,15311,True
153,14,Scott Collins,49097e6d-d6a4-482c-b58d-ec592bc28bec,2024-01,2024-01-08,15270.49,47819,True
154,14,Scott Collins,49097e6d-d6a4-482c-b58d-ec592bc28bec,2024-01,2024-01-12,32548.51,47819,True
155,14,Scott Collins,49097e6d-d6a4-482c-b58d-ec592bc28bec,2024-02,2024-02-26,47819.0,47819,True
156,14,Scott Collins,49097e6d-d6a4-482c-b58d-ec592bc28bec,2024-03,2024-03-17,47819.0,47819,True
157,14,Scott Collins,49097e6d-d6a4-482c-b58d-ec592bc28bec,2024-04,2024-04-08,47819.0,47819,True
158,14,Scott Collins,49097e6d-d6a4-482c-b58d-ec592bc28bec,2024-05,2024-05-27,3128.98,47819,True
159,14,Scott Collins,49097e6d-d6a4-482c-b58d-ec592bc28bec,2024-05,2024-05-28,44690.02,47819,True
160,14,Scott Collins,49097e6d-d6a4-482c-b58d-ec592bc28bec,2024-06,2024-06-09,38492.22,47819,True
161,14,Scott Collins,49097e6d-d6a4-482c-b58d-ec592bc28bec,2024-06,2024-06-14,4767.23,47819,True
162,14,Scott Collins,49097e6d-d6a4-482c-b58d-ec592bc28bec,2024-06,2024-06-28,4559.55,47819,True
163,15,Tracy Harrison,0ce5bf22-dc5b-4dff-9cfd-26f0544773db,2024-01,2024-01-16,32002.56,49188,True
164,15,Tracy Harrison,0ce5bf22-dc5b-4dff-9cfd-26f0544773db,2024-01,2024-01-18,17185.44,49188,True
165,15,Tracy Harrison,0ce5bf22-dc5b-4dff-9cfd-26f0544773db,2024-02,2024-02-13,49188.0,49188,True
166,15,Tracy Harrison,0ce5bf22-dc5b-4dff-9cfd-26f0544773db,2024-03,2024-03-03,41481.25,49188,False
167,15,Tracy Harrison,0ce5bf22-dc5b-4dff-9cfd-26f0544773db,2024-03,2024-03-09,5863.89,49188,False
168,15,Tracy Harrison,0ce5bf22-dc5b-4dff-9cfd-26f0544773db,2024-03,2024-03-12,1842.85,49188,False
169,15,Tracy Harrison,0ce5bf22-dc5b-4dff-9cfd-26f0544773db,2024-04,2024-04-22,49188.0,49188,True
170,15,Tracy Harrison,0ce5bf22-dc5b-4dff-9cfd-26f0544773db,2024-05,2024-05-03,30713.79,49188,False
171,15,Tracy Harrison,0ce5bf22-dc5b-4dff-9cfd-26f0544773db,2024-05,2024-05-05,13565.06,49188,False
172,15,Tracy Harrison,0ce5bf22-dc5b-4dff-9cfd-26f0544773db,2024-05,2024-05-13,4909.14,49188,False
173,15,Tracy Harrison,0ce5bf22-dc5b-4dff-9cfd-26f0544773db,2024-06,2024-06-27,49188.0,49188,True
174,16,Anita Riddle,2a47d3dc-5774-46a7-b006-66f99ab4acf3,2024-01,2024-01-02,9042.56,27568,True
175,16,Anita Riddle,2a47d3dc-5774-46a7-b006-66f99ab4acf3,2024-01,2024-01-03,18525.44,27568,True
176,16,Anita Riddle,2a47d3dc-5774-46a7-b006-66f99ab4acf3,2024-02,2024-02-21,27568.0,27568,True
177,16,Anita Riddle,2a47d3dc-5774-46a7-b006-66f99ab4acf3,2024-03,2024-03-24,27568.0,27568,True
178,16,Anita Riddle,2a47d3dc-5774-46a7-b006-66f99ab4acf3,2024-04,2024-04-10,8170.06,27568,True
179,16,Anita Riddle,2a47d3dc-5774-46a7-b006-66f99ab4acf3,2024-04,2024-04-23,18699.75,27568,True
180,16,Anita Riddle,2a47d3dc-5774-46a7-b006-66f99ab4acf3,2024-04,2024-04-28,698.19,27568,True
181,16,Anita Riddle,2a47d3dc-5774-46a7-b006-66f99ab4acf3,2024-05,2024-05-05,6528.0,27568,True
182,16,Anita Riddle,2a47d3dc-5774-46a7-b006-66f99ab4acf3,2024-05,2024-05-07,21040.0,27568,True
183,16,Anita Riddle,2a47d3dc-5774-46a7-b006-66f99ab4acf3,2024-06,2024-06-11,27568.0,27568,True
184,17,Carmen Harrison,d98d64dc-803c-4bee-8c42-41ffc32eb867,2024-01,2024-01-03,29769.0,29769,True
185,17,Carmen Harrison,d98d64dc-803c-4bee-8c42-41ffc32eb867,2024-02,2024-02-06,18276.57,29769,True
186,17,Carmen Harrison,d98d64dc-803c-4bee-8c42-41ffc32eb867,2024-02,2024-02-25,11492.43,29769,True
187,17,Carmen Harrison,d98d64dc-803c-4bee-8c42-41ffc32eb867,2024-03,2024-03-08,13903.5,29769,True
188,17,Carmen Harrison,d98d64dc-803c-4bee-8c42-41ffc32eb867,2024-03,2024-03-16,15865.5,29769,True
189,17,Carmen Harrison,d98d64dc-803c-4bee-8c42-41ffc32eb867,2024-04,2024-04-21,29769.0,29769,True
190,17,Carmen Harrison,d98d64dc-803c-4bee-8c42-41ffc32eb867,2024-05,2024-05-24,29769.0,29769,True
191,17,Carmen Harrison,d98d64dc-803c-4bee-8c42-41ffc32eb867,2024-06,2024-06-04,17197.42,29769,True
192,17,Carmen Harrison,d98d64dc-803c-4bee-8c42-41ffc32eb867,2024-06,2024-06-25,12571.58,29769,True
193,18,Kelly Page,ebe12a04-4445-4bb2-aff6-4e65b779336d,2024-01,2024-01-19,174.48,38693,True
194,18,Kelly Page,ebe12a04-4445-4bb2-aff6-4e65b779336d,2024-01,2024-01-24,30653.45,38693,True
195,18,Kelly Page,ebe12a04-4445-4bb2-aff6-4e65b779336d,2024-01,2024-01-26,7865.07,38693,True
196,18,Kelly Page,ebe12a04-4445-4bb2-aff6-4e65b779336d,2024-02,2024-02-04,38693.0,38693,True
197,18,Kelly Page,ebe12a04-4445-4bb2-aff6-4e65b779336d,2024-03,2024-03-10,18876.67,38693,True
198,18,Kelly Page,ebe12a04-4445-4bb2-aff6-4e65b779336d,2024-03,2024-03-16,13201.04,38693,True
199,18,Kelly Page,ebe12a04-4445-4bb2-aff6-4e65b779336d,2024-03,2024-03-28,6615.29,38693,True
200,18,Kelly Page,ebe12a04-4445-4bb2-aff6-4e65b779336d,2024-04,2024-04-05,33314.0,38693,True
201,18,Kelly Page,ebe12a04-4445-4bb2-aff6-4e65b779336d,2024-04,2024-04-13,5379.0,38693,True
202,18,Kelly Page,ebe12a04-4445-4bb2-aff6-4e65b779336d,2024-05,2024-05-16,38693.0,38693,True
203,18,Kelly Page,ebe12a04-4445-4bb2-aff6-4e65b779336d,2024-06,2024-06-17,38693.0,38693,True
204,19,Matthew Wood,9c611122-c6d2-4979-8b0d-d6097fc61760,2024-01,2024-01-26,16396.0,16396,True
205,19,Matthew Wood,9c611122-c6d2-4979-8b0d-d6097fc61760,2024-02,2024-02-03,6881.15,16396,True
206,19,Matthew Wood,9c611122-c6d2-4979-8b0d-d6097fc61760,2024-02,2024-02-17,9514.85,16396,True
207,19,Matthew Wood,9c611122-c6d2-4979-8b0d-d6097fc61760,2024-03,2024-03-05,5259.91,16396,True
208,19,Matthew Wood,9c611122-c6d2-4979-8b0d-d6097fc61760,2024-03,2024-03-13,441.37,16396,True
209,19,Matthew Wood,9c611122-c6d2-4979-8b0d-d6097fc61760,2024-03,2024-03-25,10694.73,16396,True
210,19,Matthew Wood,9c611122-c6d2-4979-8b0d-d6097fc61760,2024-04,2024-04-05,521.57,16396,True
211,19,Matthew Wood,9c611122-c6d2-4979-8b0d-d6097fc61760,2024-04,2024-04-14,2713.14,16396,True
212,19,Matthew Wood,9c611122-c6d2-4979-8b0d-d6097fc61760,2024-04,2024-04-16,13161.29,16396,True
213,19,Matthew Wood,9c611122-c6d2-4979-8b0d-d6097fc61760,2024-05,2024-05-16,9503.49,16396,True
214,19,Matthew Wood,9c611122-c6d2-4979-8b0d-d6097fc61760,2024-05,2024-05-25,6892.51,16396,True
215,19,Matthew Wood,9c611122-c6d2-4979-8b0d-d6097fc61760,2024-06,2024-06-05,892.44,16396,True
216,19,Matthew Wood,9c611122-c6d2-4979-8b0d-d6097fc61760,2024-06,2024-06-08,8467.7,16396,True
217,19,Matthew Wood,9c611122-c6d2-4979-8b0d-d6097fc61760,2024-06,2024-06-18,7035.86,16396,True
218,20,Tracy Price,23b95bc2-8eb7-4304-8d06-301207f5b985,2024-01,2024-01-21,37480.0,37480,True
219,20,Tracy Price,23b95bc2-8eb7-4304-8d06-301207f5b985,2024-02,2024-02-02,37480.0,37480,True
220,20,Tracy Price,23b95bc2-8eb7-4304-8d06-301207f5b985,2024-03,2024-03-11,37480.0,37480,True
221,20,Tracy Price,23b95bc2-8eb7-4304-8d06-301207f5b985,2024-04,2024-04-28,37480.0,37480,True
222,20,Tracy Price,23b95bc2-8eb7-4304-8d06-301207f5b985,2024-05,2024-05-05,30869.19,37480,False
223,20,Tracy Price,23b95bc2-8eb7-4304-8d06-301207f5b985,2024-05,2024-05-14,3526.91,37480,False
224,20,Tracy Price,23b95bc2-8eb7-4304-8d06-301207f5b985,2024-05,2024-05-25,3083.89,37480,False
225,20,Tracy Price,23b95bc2-8eb7-4304-8d06-301207f5b985,2024-06,2024-06-09,8771.49,37480,True
226,20,Tracy Price,23b95bc2-8eb7-4304-8d06-301207f5b985,2024-06,2024-06-20,20376.86,37480,True
227,20,Tracy Price,23b95bc2-8eb7-4304-8d06-301207f5b985,2024-06,2024-06-24,8331.65,37480,True
228,21,Darryl Nguyen,008211ed-e44d-4aa7-b4dd-b70b90fe6f8c,2024-01,2024-01-28,35658.0,35658,True
229,21,Darryl Nguyen,008211ed-e44d-4aa7-b4dd-b70b90fe6f8c,2024-02,2024-02-11,13036.83,35658,True
230,21,Darryl Nguyen,008211ed-e44d-4aa7-b4dd-b70b90fe6f8c,2024-02,2024-02-13,1010.15,35658,True
